Miller,1
Kaneshiro,1
Ho,9
Ramos,1
Garcia,1
Jones,1
Fernandez,1
Anderson,1
Davis,2
Souza,1
Martin,1
Chong,4
Matsumoto,1
Domingo,1
Leong,1
Wilson,1
Medeiros,1
Chung,1
Yamada,2
Rivera,2
Thompson,3
Nguyen,18
Pang,2
Kimura,1
Takahashi,1
Park,1
Miyashiro,1
Suzuki,5
Santos,2
Fujimoto,1
Chan,1
Yoshida,1
Inouye,1
Arakaki,1
Lopez,1
Murakami,1
Yee,1
Taylor,10
Kobayashi,1
Kam,2
Tom,4
Moore,1
Nishimura,1
Shimabukuro,7
Clark,1
Sakamoto,1
Nakamoto,1
Corpuz,1
Saito,1
White,1
Thomas,1
Torres,6
Reyes,3
Lam,2
Cruz,1
Au,1
Rodrigues,8
Robinson,4
Gomes,7
Castillo,1
Miyamoto,22
Carvalho,1
Harris,1
Hashimoto,1
Nelson,8
Fong,1
Yuen,22
Adams,1
Chen,1
Ikeda,1
Wright,1
Allen,6
Sasaki,1
Pascua,2
Hayashi,1
Nakagawa,1
Freitas,1
Nakasone,1
Asato,1
Baker,3
Tamashiro,1
Lewis,1
Flores,1
Yamashita,1
Castro,3
Matsuda,1
Spencer,1
Hall,1
Li,1
Sanchez,1
Kato,1
Perreira,32
Fujii,1
Goo,1
Yamaguchi,4
Sakai,3
Bautista,2
King,1
Jackson,1
Pascual,2
Perry,1
Abe,1
Campbell,2
Martinez,1
Chow,1
Loo,1
Pacheco,1
Phillips,1
Santiago,2
Hill,2
Ng,2
Aquino,9
Harada,1
Tran,20
Hirata,1
Parker,1
Shiroma,1
Ono,1
Valdez,2
Maeda,1
Walker,2
Uyehara,1
Nakashima,1
Scott,25
Arakawa,1
Kawamoto,1
Ferreira,1
Perez,1
Hernandez,1
Yoshimura,2
Manuel,26
Morris,1
Roberts,43
Green,1
Peterson,1
Andrade,2
Tamura,1
Hong,11
Aoki,2
Gonsalves,1
Teruya,1
Akana,1
Ishikawa,2
Rogers,1
Shimizu,4
Lin,1
Oda,1
Uehara,1
Evans,1
Fukuda,1
Carter,8
Okamoto,1
Hee,1
Ogata,1
Nakano,2
Villanueva,2
Yamashiro,1
Mitchell,1
Mau,1
Watson,2
Ishii,1
Choi,3
Morita,1
Yoshioka,1
Kealoha,1
Tavares,3
Vierra,1
Ancheta,1
Chu,1
Wang,1
Moniz,1
Murphy,1
Asuncion,1
Wood,1
Honda,1
Foster,5
Richardson,1
Gonzales,2
Chinen,4
Delacruz,1
Hamada,4
Miyasato,1
Nakata,1
Bell,1
Okamura,1
Rodriguez,15
Mendoza,1
Tolentino,4
Chock,1
Sullivan,5
Yamauchi,1
Agustin,3
Toyama,4
Wu,2
Lopes,264
Ventura,1
Uyeda,1
Antonio,1
Meyer,3
Kawakami,1
Cho,1
Tam,1
Nishimoto,5
Stewart,1
Cheng,1
Ota,2
Cook,1
Lim,1
Collins,7
Costa,2
Okada,2
Kawamura,1
Stone,1
Yamasaki,5
Salvador,1
Masuda,1
Guerrero,5
Soares,1
Miura,1
Ramirez,1
Nagata,1
Morgan,1
Fujioka,2
Higashi,1
Gray,1
Yang,1
Yim,1
Bennett,1
Fujita,1
Muraoka,2
Lindsey,1
Nakama,1
Nishida,1
Ross,37
Fukumoto,1
Murray,1
Kelly,1
Dang,1
Chee,1
Yap,1
Ortiz,1
Takara,1
Tang,1
Sumida,1
Nitta,1
Turner,1
Yamane,2
Hughes,1
Kinoshita,1
Murata,1
Hara,1
Kong,1
Hasegawa,2
James,1
Oyama,1
Russell,1
Ogawa,1
Nakayama,1
Fisher,2
Peters,1
Huang,1
Ruiz,4
Yoshimoto,3
Iwamoto,1
Reed,2
Nagamine,4
Stevens,1
Correa,37
Edwards,1
Cooper,2
Taniguchi,1
Tomita,1
Kang,8
Kennedy,3
Ige,2
Lucas,59
Tengan,1
Aki,1
Alexander,1
Graham,2
Doi,1
Howard,1
Long,18
Okimoto,5
Morimoto,1
Cabral,1
Lai,7
Cole,1
Yokoyama,3
Bonilla,4
Johnston,2
Yu,1
Koga,2
Myers,1
Zane,1
Molina,2
Saiki,1
Akau,1
Cummings,1
Okazaki,1
Akamine,1
Ing,1
Taira,1
Gomez,2
Miguel,7
Wallace,1
Fujiwara,2
dela Cruz,1
Endo,1
Matsuoka,1
Wagner,1
Ellis,1
Nomura,19
Matsumura,1
Han,1
Acosta,1
Ko,2
Lorenzo,2
Kubo,2
Matsuura,1
Schmidt,2
Tanabe,1
Morales,1
Ryan,10
Tamanaha,1
Fukushima,1
Leung,3
Kane,1
Takata,1
Jenkins,1
Peralta,1
Duarte,84
Ishida,1
Ward,15
Gonzalez,1
Shishido,1
Cadiz,10
Cox,1
Cortez,141
Price,7
Dias,2
Kaya,4
Henderson,4
Hirano,1
Sakata,2
Olson,4
Pasion,1
Higuchi,1
Andres,1
Burns,1
Woo,1
Akiona,1
Guzman,3
Kawasaki,5
Patterson,1
Char,1
Takemoto,1
Rose,2
Luke,1
Siu,1
Miranda,1
Ballesteros,2
McDonald,1
Cheung,2
Hansen,3
Viernes,1
Shin,2
Taketa,1
Mattos,1
Takushi,1
Woods,22
Demello,4
Wada,1
Enos,1
Richards,4
Araki,6
Gabriel,1
Gouveia,1
Kubota,1
Mori,17
Toma,1
Powell,6
Brooks,25
Goya,1
West,1
Black,1
Hamilton,1
Ma,2
Tokunaga,3
Yadao,1
Marshall,2
Reynolds,1
Rosa,1
Yi,1
Le,6
Simon,1
Hunt,1
Kodama,1
Grace,1
Matsunaga,1
Diaz,2
Fukunaga,1
Rapozo,1
Hanson,2
Hu,9
Carroll,1
Harrison,53
Oliveira,4
Coloma,1
Hayes,1265
Low,125
Romero,1
Guillermo,3
Mukai,5
Robertson,1
Jensen,2
Morikawa,15
Medina,1
Kondo,3
Shinsato,2
Sanders,1
Fox,2
Machado,1
Rapoza,1
Soriano,1
Badua,1
Wheeler,1
Coleman,1
Kobashigawa,1
Porter,1
Texeira,1
Gordon,8
Yonamine,2
Carlson,1
Mason,1
Mercado,121
Takeuchi,48
Burke,1
Simmons,1
Tong,1
Won,1
Barnes,11
Chapman,1
Fujikawa,4
George,5
Butler,11
Lo,1
Miyahira,1
Dunn,1
Furukawa,1
Yasuda,2
Agbayani,1
Gaspar,1
Kiyabu,2
Ford,1
Shaw,4
Agena,1
Joseph,1
Padilla,2
Cambra,3
Ishihara,1
Nakahara,1
Nobriga,1
Jordan,3
Marquez,2
Imai,2
Mariano,1
Fuller,1
Mills,1
Shimabuku,1
Sylva,4
Takayama,1
Lawrence,1
Chin,1
Kau,1
Okumura,1
Song,1
Kawahara,5
Tan,1
Yogi,8
Matsuo,1
Crawford,1
Matsui,5
Armstrong,3
Dela,1
Freeman,3
Shiraishi,1
Andrews,1
Holt,5
Lui,3
Palmer,1
Pham,1
Hart,1
Navarro,1
Alvarez,1
Burgess,2
Ignacio,1
Nichols,1
Muranaka,5
Sugimoto,1
Kono,5
Hayashida,1
Larson,1
Rice,1
Takaki,1
Hironaka,3
Botelho,2
Gibson,1
Boyd,1
Kawano,1
Uchida,3
Ornellas,7
Kaneko,428
Masaki,1
Yano,4
Campos,3
Lane,127
Tamayo,8
Agcaoili,1
Vincent,2
Wells,1
Viloria,4
Carpenter,1
Hoffman,5
Iha,1
Nakanishi,14
Cunningham,1
Henry,1
Kagawa,8
Nishikawa,9
Shibata,1
Hirayama,7
Espiritu,2
Griffin,1
Oishi,1
Moon,2
Muramoto,6
Duncan,7
Lu,4
Aguilar,2
Akina,1
Jose,1
Owens,1
Gilbert,1
Nishioka,20
Hanohano,2
Dixon,1
Hamasaki,12
Carlos,1
Hale,1
Javier,3
Teixeira,1
Tucker,2
Gardner,1
Yamanaka,3
Pak,1
Stephens,2
Baldwin,1
Lynch,2
Aguinaldo,1
Hunter,4
Olsen,8
Warren,1
Louis,1
Shibuya,1
Clarke,2
Feliciano,2
Liang,1
Ginoza,3
Imamura,2
Schneider,1
Segawa,1
Walsh,2
Ling,2
Simpson,1
Iwasaki,2
Shiraki,1
Kalama,1
Perkins,1
Sugai,1
Tanigawa,1
Webb,1
Gushiken,1
Pedro,3
Arnold,9
Lyons,1
Beck,1
Camara,7
Welch,5
Morrison,2
Obrien,3
Chandler,1
Hamamoto,1
Otani,1
Pierce,3
Manzano,1
Yoshikawa,2
Velasco,1
Samson,2
Teves,1
Ahuna,1
Hopkins,3
Kojima,3
Ferguson,1
Ikehara,1
Okuda,3
Newman,2
Uyeno,1
Apo,1
Barrett,7
Kitagawa,2
Oh,1
Snyder,1
Higgins,1
Huynh,1
Ohta,3
Horiuchi,1
Quinn,4
Valencia,2
Amaral,4
Camacho,5
Juan,1
Miyasaki,2
Franco,7
Luna,1
Oliver,7
Tomas,2
Bartolome,1
Bowman,1
Deguzman,1
Takenaka,1
Kwon,18
Felipe,4
Naito,1
Nakao,1
Gutierrez,10
Komatsu,2
Mizuno,31
Akiyama,7
Matthews,3
Erickson,6
Kama,1
Holmes,2
Jacinto,1
Robello,1
Yagi,1
Dumlao,3
Hirai,1
Tokuda,8
Bolosan,4
Matsushima,2
Kai,3
Kamaka,1
May,1
Rego,1
Ulep,3
Yeung,1
McGuire,21
Okano,13
Schultz,1
Bishop,1
Cordeiro,1
Bradley,2
Dudoit,1
Fontanilla,1
Fung,4
Mann,1
Miyake,1
Nagai,1
Hudson,2
Nonaka,7
Reid,2
Dawson,1
Fowler,1
Apana,16
Salazar,1
Seto,2
Hokama,1
Powers,1
Borges,1
Figueroa,2
Francisco,1
Grant,3
Pratt,1
Tanimoto,1
Davidson,1
Hahn,1
Nicolas,1
Pereira,4
Ponce,2
Solomon,1
Weber,5
Day,1
Natividad,1
Nishihara,1
Enomoto,1
Mateo,1
Ohara,1
Ramelb,1
Todd,1
Austin,6
Murayama,2
Paiva,3
Kamai,2
Montgomery,2
Onishi,1
Vea,2
Carr,1
Swanson,1
Weaver,2
Knight,1
Lambert,1
Uemura,6
Dean,1
Decosta,1
Sakuma,2
Christensen,1
Terada,1
Oshita,1
Reeves,2
Cohen,1
Harvey,1
Matsukawa,2
Owen,1
Victorino,1
Jimenez,53
Meyers,20
Okubo,9
Berry,3
Koike,1
Cockett,1
Leonard,1
Noguchi,4
Onaga,1
Purdy,1
FitzGerald,1
Hawkins,8
Marks,1
Naeole,1
Chai,18
David,2
Iwata,8
Kauhane,1
Morioka,1
Otsuka,2
Tsuji,1
Tsukamoto,2
Frank,3
Nagao,3
Daniels,3
Omura,1
Tsuda,4
Jennings,1
Paul,2
Sherman,14
Shim,1
Watkins,1
Riley,1
Julian,3
Pagan,2
Shimada,7
Yoshino,3
Correia,1
Fujitani,1
Greene,2
Oka,1
Tagawa,1
Ahn,8
Choe,3
Elliott,1
Kalani,5
Williamson,2
Adachi,1
Duldulao,4
Kido,1
Sugiyama,1
Farias,2
Holland,1
Sales,2
Tanji,1
Evangelista,1
Hirota,1
Leslie,2
Becker,4
Kwok,1
Respicio,1
Omori,7
Petersen,184
Rosario,1
Gallagher,1
Kajiwara,3
Kuroda,1
Tasaka,3
Aiwohi,3
Berg,5
Tanouye,2
Watts,2
Wolfe,1
Abreu,1
Raymond,1
Sagucio,1
Shigeta,4
Webster,1
Soto,1
Maruyama,1
Takeshita,11
Imada,1
Izumi,1
MacDonald,1
Oshima,2
Teramoto,7
Bright,3
Cordero,1
Kanno,9
Keller,1
Lowe,4
Shimamoto,1
Eugenio,2
Hoopii,1
Joaquin,1
Benson,1
Moses,6
Nishiyama,45
Garrett,1
Hicks,3
Kikuchi,1
Payne,1
Soon,1
Ushijima,4
Furtado,1
Kwock,2
Oki,3
Takamoto,1
Valenzuela,1
Machida,4
Derego,1
Sing,1
Zhang,7
Burnett,4
Kawai,1
Kay,1
Kihara,2
Paulo,1
Pearson,1
Yanagihara,8
Harrington,1
Iida,1
Morishige,1
Abad,1
Gamiao,1
Kaina,1
Morton,8
Deponte,1
Ibara,3
Kaaihue,1
Wilcox,2
Daniel,4
Gregory,1
Kaneshige,1
Kwan,2
Ouchi,2906
Awai,66
Jacobs,4
Kanda,1
Fukuhara,1
Jung,5
Kawabata,3
Naone,1
Nunes,1
Okino,2
Ray,1
Kurihara,1
Toguchi,1
Klein,3
Saunders,1
Barker,593
Fernandes,5
Fields,1
Gusman,3
Nakoa,1
Lawson,1
Ngo,135
Otake,1
Sonoda,1
Tangonan,3
Ueda,3
Desilva,10
Rabago,1
Tanoue,20
Steele,1
Vasquez,1
Willis,1
Delima,7
Herrera,1
Kimoto,1
Nishi,1
Ragasa,5
Gibo,1
Inoue,8
Koyanagi,1
Minami,1
Naki,1
Crowell,2
Kaai,3
Mossman,1
Yokota,1
Yoneda,1
Aiona,1
Brewer,1
Bueno,3
Curtis,1
Ha,8
Kerr,2
Ozaki,1
Sun,4
Aguiar,4
Carreira,1
Esteban,1
Ku,15
Larsen,3
Potter,1
Tyau,1
Vasconcellos,1
Fleming,1
Kahele,1
Koki,2
Love,1
Nicholson,1
Norris,5
Randall,1
Visitacion,1
Chambers,1
Deleon,1
Galiza,4
Harper,1
Hew,2
Lung,1
Yasui,1
Costales,1
Duran,1
Franklin,1
Hiraoka,2
Lloyd,2
Matias,1
McKeague,696
Kalahiki,3
Sunada,2
Andaya,4
Isobe,1
Louie,16
Miyata,4
Ball,7
Bates,3
Fischer,1
Hookano,2
Logan,1
Madamba,1
Burton,1
Ibarra,3
Kaniho,1
Kramer,1
Lucero,1
Mark,1
Murashige,1
Vargas,3
Douglas,49
Hori,2
Hui,2
Menor,1
Soong,14
Baptista,1
Cachola,1
Hubbard,3
Ines,1
Mendes,3
Yoon,1
Honma,2
Oconnor,1
Branco,1
Coelho,1
Look,1
Mikami,1
Mueller,2
Paguirigan,8
Shea,2
